,Source,Destination,Flow_Path,Total_Measured_Latency_ms,Total_Geo_Latency_ms,Delta_Latency_ms,Representative_Flow_ID,Occurrence_Count,Multiple_Paths
246,DK_PATCHBK_DE,UURWMEA110,"DK_PATCHBK_DE -> UJEEPTM030 ->(0.5, N/A)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.73,0.18,0.0,1:KY3aOAhr+eBSrZM7wBWOM/7Utkc=,3,True
247,DK_PATCHBK_DE,UURWMEA110,"DK_PATCHBK_DE -> UJEEPTM040 ->(0.5, N/A)-> UJEEPTM030 ->(0.5, N/A)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",2.23,0.18,0.5,1:Jx96F3ZwV2G3WqaYAe9M9kUNFQA=,3,True
248,DK_PATCHBK_DE,UURWMEA120,"DK_PATCHBK_DE -> UJEEPTM030 ->(0.5, N/A)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.23,0.18,0.0,1:7/cwwftBlA8+UrGVrp7udrxL7ek=,5,True
249,DK_PATCHBK_DE,UURWMEA120,"DK_PATCHBK_DE -> UJEEPTM040 ->(0.5, N/A)-> UJEEPTM030 ->(0.5, N/A)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.73,0.18,0.5,1:0P12rgOFi4w6x+Rmc302Z6uOxdM=,5,True
250,DK_PEASEANG_NH,UURWMEA110,"DK_PEASEANG_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:bkX+Qg9II/TdTN9deGPhsck6LTg=,2,False
251,DK_PEASEANG_NH,UURWMEA120,"DK_PEASEANG_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:VymzQ9IhxlMJ47h2wd1WFGd3i2Q=,2,False
252,DK_PENTAGON_DC,UURWMEA110,"DK_PENTAGON_DC -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.73,0.18,0.0,1:G6iGb5Kp8OyCI6k8oxiUaAybnBo=,5,True
253,DK_PENTAGON_DC,UURWMEA110,"DK_PENTAGON_DC -> UJEWPNT040 ->(0.5, N/A)-> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",2.23,0.18,0.5,1:MHm2sYQE5VNiTW6PrIhEYpFL+Y0=,3,True
254,DK_PENTAGON_DC,UURWMEA120,"DK_PENTAGON_DC -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.23,0.18,0.0,1:AWa0IWw+HbfvrvWsqBdf21WjmPU=,8,True
255,DK_PENTAGON_DC,UURWMEA120,"DK_PENTAGON_DC -> UJEWPNT040 ->(0.5, N/A)-> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.73,0.18,0.5,1:Gcgc7mfSPDas20jJjYtw/zWYGq4=,5,True
256,DK_PHILDLPH_PA,UURWMEA110,"DK_PHILDLPH_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:FJO1Yw3fvAgnWIE2Rf2BuOHhTqk=,6,False
257,DK_PHILDLPH_PA,UURWMEA120,"DK_PHILDLPH_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:5FHVQiW19rZMe4U48HV+N6JKMPY=,9,False
258,DK_PICATNNY_NJ,UURWMEA110,"DK_PICATNNY_NJ -> UJEWPIC030 ->(0.5, N/A)-> UJEWPIC040 ->(2.5, 0.62)-> UJEWPHI040 ->(1.0, N/A)-> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",6.0,1.44,0.0,1:wmGj+xLBw4n0kkrLsieuPwJ4/FY=,1,False
259,DK_PICATNNY_NJ,UURWMEA120,"DK_PICATNNY_NJ -> UJEWPIC030 ->(0.5, N/A)-> UJEWPIC040 ->(2.5, 0.62)-> UJEWPHI040 ->(1.0, N/A)-> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",6.5,1.44,0.0,1:BtTe9R+xU6O6gRutMgmDX9yqj2s=,1,False
260,DK_PITTSFLD_MA,UURWMEA110,"DK_PITTSFLD_MA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:JoeebvJ38NA1LE1TtD1LndXT3Xk=,2,False
261,DK_PITTSFLD_MA,UURWMEA120,"DK_PITTSFLD_MA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:H6Y9oMrjkFX9BPN4Vly8COR2iUs=,3,False
262,DK_PLANO_TX,UURWMEA110,"DK_PLANO_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:Ukr3uiBqIv8tk+QmEiDN6xDKmZI=,2,False
263,DK_PLANO_TX,UURWMEA120,"DK_PLANO_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:4MF7aZ1U2A0Dd+vkMUpGtwJ2vX8=,3,False
264,DK_PORTSMTH_RI,UURWMEA110,"DK_PORTSMTH_RI -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:2AXGAFgSleEZIlT977MmwiUBPDI=,2,False
265,DK_PORTSMTH_RI,UURWMEA120,"DK_PORTSMTH_RI -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:12+SOm39IUTvwI4j6iLIB2HLKbk=,3,False
266,DK_PTRSNSFB_CO,UURWMEA110,"DK_PTRSNSFB_CO -> UJEWPET030 ->(0.5, N/A)-> UJEWPET040 ->(1.5, 0.5)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",4.385,1.1400000000000001,0.0,1:twvcxDYstcWDTByHc4Q7NhRwsQQ=,2,False
267,DK_PTRSNSFB_CO,UURWMEA120,"DK_PTRSNSFB_CO -> UJEWPET030 ->(0.5, N/A)-> UJEWPET040 ->(1.5, 0.5)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",4.885,1.1400000000000001,0.0,1:CX2W9IVEnOvY9fJc2tLMv+EynHY=,2,False
268,DK_RAFAKRTR_CY,UURWMEA110,"DK_RAFAKRTR_CY -> UJEEAKI030 ->(0.5, N/A)-> UJEEAKI040 ->(22.0, 8.91)-> UJEEDTM040 ->(0.5, N/A)-> UJEEDTM030 ->(0.5, N/A)-> UJPEDTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",24.73,9.09,0.5,1:DVPEeLMpdkyVtIO4NN3FnV+if5g=,2,True
269,DK_RAFAKRTR_CY,UURWMEA110,"DK_RAFAKRTR_CY -> UJEEAKI040 ->(22.0, 8.91)-> UJEEDTM040 ->(0.5, N/A)-> UJEEDTM030 ->(0.5, N/A)-> UJPEDTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",24.23,9.09,0.0,1:pze/zJPT+c1SZkiQMhEguZGrADE=,2,True
270,DK_RAFAKRTR_CY,UURWMEA120,"DK_RAFAKRTR_CY -> UJEEAKI030 ->(0.5, N/A)-> UJEEAKI040 ->(22.0, 8.91)-> UJEEDTM040 ->(0.5, N/A)-> UJEEDTM030 ->(0.5, N/A)-> UJPEDTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",24.23,9.09,0.5,1:3d4MMISCUpo3aF/TqzG19PmNyXY=,3,True
271,DK_RAFAKRTR_CY,UURWMEA120,"DK_RAFAKRTR_CY -> UJEEAKI040 ->(22.0, 8.91)-> UJEEDTM040 ->(0.5, N/A)-> UJEEDTM030 ->(0.5, N/A)-> UJPEDTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",23.73,9.09,0.0,1:EUJfmRZUYXWn7m45hpSuRs0h19o=,3,True
272,DK_RDSNASNL_AL,UURWMEA110,"DK_RDSNASNL_AL -> UJEWRED040 ->(N/A, 3.12)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,3.7600000000000002,0.0,1:N753iTXew23VKbZhWCFBcwQpQmk=,2,False
273,DK_RDSNASNL_AL,UURWMEA120,"DK_RDSNASNL_AL -> UJEWRED030 ->(0.5, N/A)-> UJEWRED040 ->(N/A, 3.12)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",4.385,3.7600000000000002,0.5,1:98IHsEvz4nb+xpJRFLWb7Z4OGcs=,2,True
274,DK_RDSNASNL_AL,UURWMEA120,"DK_RDSNASNL_AL -> UJEWRED040 ->(N/A, 3.12)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,3.7600000000000002,0.0,1:SnJ97yxznirxI8bzPXShXFvw3cE=,3,True
275,DK_REDOAK_TX,UURWMEA110,"DK_REDOAK_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:/61k17HDKta8VdrjOa0PjVts2PE=,2,False
276,DK_REDOAK_TX,UURWMEA120,"DK_REDOAK_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:7dNMTwQodbEJ5bLSF8MxbvvtsN4=,2,False
277,DK_RICHMOND_VA,UURWMEA110,"DK_RICHMOND_VA -> UJEWRCH040 ->(2.5, 0.63)-> UJEWBEL040 ->(0.5, N/A)-> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",4.73,0.81,0.0,1:FBKMG7VHlqoOuYNYnghki6d3J7o=,2,False
278,DK_RICHMOND_VA,UURWMEA120,"DK_RICHMOND_VA -> UJEWRCH040 ->(2.5, 0.63)-> UJEWBEL040 ->(0.5, N/A)-> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",4.23,0.81,0.0,1:58C/PLoidIX9GRNoEZdHdqiz4jA=,3,False
279,DK_RIDLEYPK_PA,UURWMEA110,"DK_RIDLEYPK_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:L4k6QxXBB2c2JzOV4OCRHQmwzGg=,2,False
280,DK_RIDLEYPK_PA,UURWMEA120,"DK_RIDLEYPK_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:EOWHqoLsAzwJeDCx+5Ay3B+N5/Q=,3,False
281,DK_ROCHESTR_NY,UURWMEA110,"DK_ROCHESTR_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:Cs97lOm0cupk73MvIIkorZP5uUI=,2,False
282,DK_ROCHESTR_NY,UURWMEA120,"DK_ROCHESTR_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:JSC+rZIdZbzTyh40VSeCteYACxY=,3,False
283,DK_SANANTON_TX,UURWMEA110,"DK_SANANTON_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:Wpekq3ju4drz5ptaQxDn6c1XuRo=,4,False
284,DK_SANANTON_TX,UURWMEA120,"DK_SANANTON_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:Ae+zplFP6b2+TXn+AmsOiEy4+Yw=,6,False
285,DK_SAN_JOSE_CA,UURWMEA110,"DK_SAN_JOSE_CA -> UJEWMIR030 ->(0.5, N/A)-> UJPWMIR010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:/q/ddSqobaFXYZ4UdX1TrN/+3RE=,7,False
286,DK_SAN_JOSE_CA,UURWMEA120,"DK_SAN_JOSE_CA -> UJEWMIR030 ->(0.5, N/A)-> UJPWMIR010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:LopXh4yQwilVYsiGQCzZMvWJjMg=,3,False
287,DK_SCHQMIAM_FL,UURWMEA110,"DK_SCHQMIAM_FL -> UJEWSCD030 ->(0.5, N/A)-> UJEWSCD040 ->(3.5, 2.46)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",12.73,5.64,0.5,1:Y8MPiMHKybLm2uqdHqixh5ZF06E=,1,True
288,DK_SCHQMIAM_FL,UURWMEA110,"DK_SCHQMIAM_FL -> UJEWSCD040 ->(3.5, 2.46)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",12.23,5.64,0.0,1:HwS65vBTf6WQjgZWaslsHkNGHqE=,3,True
289,DK_SCHQMIAM_FL,UURWMEA120,"DK_SCHQMIAM_FL -> UJEWSCD030 ->(0.5, N/A)-> UJEWSCD040 ->(3.5, 2.46)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",12.23,5.64,0.5,1:2ZDdqDcBOijsHTWRks1AFjcXBt4=,2,True
290,DK_SCHQMIAM_FL,UURWMEA120,"DK_SCHQMIAM_FL -> UJEWSCD040 ->(3.5, 2.46)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",11.73,5.64,0.0,1:2o5OBn585J/HDnCWr5GC3DX6vUQ=,5,True
291,DK_SCRANTON_PA,UURWMEA110,"DK_SCRANTON_PA -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:0vYvr56u585rQ1qBUOk4zm9ejm4=,2,False
292,DK_SCRANTON_PA,UURWMEA120,"DK_SCRANTON_PA -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:X4eLV8nTJJLxWRa6wGil7d7aeGo=,3,False
293,DK_SMYRNA_GA,UURWMEA110,"DK_SMYRNA_GA -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",6.23,1.9,0.0,1:i5gITcUibN98qLlvMimp75Yln2U=,2,False
294,DK_SMYRNA_GA,UURWMEA120,"DK_SMYRNA_GA -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",5.73,1.9,0.0,1:96vR4/IYDvf7VuovNPjeVt/U0/Y=,3,False
295,DK_SNANTISC_TX,UURWMEA110,"DK_SNANTISC_TX -> UJEWSNA030 ->(0.5, N/A)-> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",7.385,3.99,0.5,1:879KdBSSj7u9MondlxFgZ5zIRNI=,3,True
296,DK_SNANTISC_TX,UURWMEA110,"DK_SNANTISC_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:P/8JkxUQv6WhHTI4CnTsudDlctM=,3,True
297,DK_SNANTISC_TX,UURWMEA120,"DK_SNANTISC_TX -> UJEWSNA030 ->(0.5, N/A)-> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.885,3.99,0.5,1:/k7aigx7XOmGineQd1x5iNMiA/g=,5,True
298,DK_SNANTISC_TX,UURWMEA120,"DK_SNANTISC_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:KUf53CYOTNB2WNsSU0UMJOBCUtg=,5,True
299,DK_SOBEND_IN,UURWMEA110,"DK_SOBEND_IN -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:9ZHlDMdDUsBnxNzkNe/LQ+EMorI=,2,False
300,DK_SOBEND_IN,UURWMEA120,"DK_SOBEND_IN -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:LpMBqImFYwx6RkubA/430S/Nqco=,2,False
301,DK_STAGSTNW_FL,UURWMEA110,"DK_STAGSTNW_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:IvtwIP/DR/FWaKsWWTwpWRFlNxQ=,2,False
302,DK_STAGSTNW_FL,UURWMEA120,"DK_STAGSTNW_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:D73Wp9qq/YTrAsHQeZcbIq+crG0=,3,False
303,DK_STELNGHT_MI,UURWMEA110,"DK_STELNGHT_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:BL22SrPnva2CG7EiQI5S0DnGTJY=,2,False
304,DK_STELNGHT_MI,UURWMEA120,"DK_STELNGHT_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:MraEm23ZD5TNJybnALiMnn2jmc8=,3,False
305,DK_STERLING_VA,UURWMEA110,"DK_STERLING_VA -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.73,0.18,0.0,1:ViPIyJQQUO/mLNAeCuYl0LFil+Y=,2,False
306,DK_STERLING_VA,UURWMEA120,"DK_STERLING_VA -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.23,0.18,0.0,1:QlgxTpkbEWopCgI1XxDwr8AwDq8=,3,False
307,DK_STPRSBG_FL,UURWMEA110,"DK_STPRSBG_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:9kztV412mbucCnMoUfnwKLGWBts=,2,False
308,DK_STPRSBG_FL,UURWMEA120,"DK_STPRSBG_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:4BXic4gCNLW1nyLT944A5nDu+0Y=,3,False
309,DK_STRLNGGHT_MI,UURWMEA110,"DK_STRLNGGHT_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:/jFk1CZMf+A1pWrZjiYczhDIF6g=,2,False
310,DK_STRLNGGHT_MI,UURWMEA120,"DK_STRLNGGHT_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:+cByZpdJu5iT8Y3w6MGud9bx8Wo=,3,False
311,DK_STRLNGHT_MI,UURWMEA110,"DK_STRLNGHT_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:Dq3W6UhV80gIU3ezC4kYX2mLDps=,2,False
312,DK_STRLNGHT_MI,UURWMEA120,"DK_STRLNGHT_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:aCW1aBiLbHok4xYQ8jsx50R5VNU=,3,False
313,DK_SUGARGRV_WV,UURWMEA110,"DK_SUGARGRV_WV -> UJEWCHT030 ->(1.5, 0.78)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",2.73,0.96,0.0,1:BmabY5637lS9mc9Ok+A/l23Y70U=,3,False
314,DK_SUGARGRV_WV,UURWMEA120,"DK_SUGARGRV_WV -> UJEWCHT030 ->(1.5, 0.78)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",2.23,0.96,0.0,1:20fF+kcDuCdI6S3bXbsN+2ZvTzY=,5,False
315,DK_SYRACUSE_NY,UURWMEA110,"DK_SYRACUSE_NY -> UJEWHFI040 ->(8.0, 2.26)-> UJEWMEA040 -> UURWMEA110",8.0,2.26,0.0,1:BSfWfkMKpSM1jVC1YUOXSBi2a7A=,1,False
316,DK_SYRACUSE_NY,UURWMEA120,"DK_SYRACUSE_NY -> UJEWHFI040 ->(8.0, 2.26)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",8.5,2.26,0.0,1:+ZuHGHoniAeLM8CmbB3Yk2RIegE=,2,False
317,DK_TAUNTON_MA,UURWMEA110,"DK_TAUNTON_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:f8d/63HXvdBNowhgkIdDfFfYILI=,2,False
318,DK_TAUNTON_MA,UURWMEA120,"DK_TAUNTON_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:4QosKto6QAG4o8RKMI2IIGGZud0=,3,False
